year,region,education_level,program_name,study_format,duration_months,base_price,competitor_price,demand_index,salary_index,advertising_spend,discount_percent,student_count,final_price,direction_code,source_title,source_url,source_row,source_note
2024,Москва,дополнительное образование,Программа повышения квалификации Практикум-тренинг по основам патентного поиска (для начинающих),очная,6,9900.0,15000.0,20.0,154.8,0.0,0.0,124,9900.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,65,16 часов
2022,Москва,дополнительное образование,Программа повышения квалификации Практикум-тренинг по основам патентного поиска (для начинающих),очно-заочная,6,12500.0,12500.0,20.0,134.85,0.0,0.0,124,8900.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,65,16 часов
2023,Москва,дополнительное образование,Программа повышения квалификации Практикум-тренинг по основам патентного поиска (для начинающих),очно-заочная,6,8900.0,12500.0,20.0,142.76,0.0,0.0,124,8900.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,65,16 часов
2024,Москва,дополнительное образование,Программа повышения квалификации Практикум-тренинг по основам патентного поиска (для начинающих),очно-заочная,6,8900.0,12500.0,20.0,154.8,0.0,0.0,124,8900.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,65,16 часов
2021,Москва,дополнительное образование,Программа повышения квалификации Практикум-тренинг по оформлению заявки на товарный знак,дистанционная,6,14790.0,14790.0,20.0,118.55,0.0,0.0,124,7900.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20210629-structure-20210629.csv,54,16 часов
2022,Москва,дополнительное образование,Программа повышения квалификации Практикум-тренинг по оформлению заявки на товарный знак,дистанционная,6,7900.0,17390.0,20.0,134.85,0.0,0.0,124,7900.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,56,16 часов
2023,Москва,дополнительное образование,Программа повышения квалификации Практикум-тренинг по оформлению заявки на товарный знак,дистанционная,6,7900.0,17390.0,20.0,142.76,0.0,0.0,124,7900.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,56,16 часов
2024,Москва,дополнительное образование,Программа повышения квалификации Практикум-тренинг по оформлению заявки на товарный знак,дистанционная,6,7900.0,17390.0,20.0,154.8,0.0,0.0,124,7900.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,56,16 часов
2022,Москва,дополнительное образование,Программа повышения квалификации Практикум-тренинг по оформлению заявки на товарный знак,заочная,6,120000.0,120000.0,20.0,134.85,0.0,0.0,124,10000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,56,16 часов
2023,Москва,дополнительное образование,Программа повышения квалификации Практикум-тренинг по оформлению заявки на товарный знак,заочная,6,10000.0,120000.0,20.0,142.76,0.0,0.0,124,10000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,56,16 часов
2024,Москва,дополнительное образование,Программа повышения квалификации Практикум-тренинг по оформлению заявки на товарный знак,заочная,6,10000.0,120000.0,20.0,154.8,0.0,0.0,124,10000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,56,16 часов
2021,Москва,дополнительное образование,Программа повышения квалификации Практикум-тренинг по оформлению заявки на товарный знак,очная,6,15000.0,15000.0,20.0,118.55,0.0,0.0,124,9900.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20210629-structure-20210629.csv,54,16 часов
2022,Москва,дополнительное образование,Программа повышения квалификации Практикум-тренинг по оформлению заявки на товарный знак,очная,6,9900.0,15000.0,20.0,134.85,0.0,0.0,124,9900.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,56,16 часов
2023,Москва,дополнительное образование,Программа повышения квалификации Практикум-тренинг по оформлению заявки на товарный знак,очная,6,9900.0,15000.0,20.0,142.76,0.0,0.0,124,9900.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,56,16 часов
2024,Москва,дополнительное образование,Программа повышения квалификации Практикум-тренинг по оформлению заявки на товарный знак,очная,6,9900.0,15000.0,20.0,154.8,0.0,0.0,124,9900.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,56,16 часов
2021,Москва,дополнительное образование,"Программа повышения квалификации Практикум-тренинг по составлению заявки на изобретения, полезные модели",дистанционная,6,14790.0,14790.0,20.0,118.55,0.0,0.0,124,14790.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20210629-structure-20210629.csv,55,16 часов
2022,Москва,дополнительное образование,"Программа повышения квалификации Практикум-тренинг по составлению заявки на изобретения, полезные модели",дистанционная,6,14790.0,17390.0,20.0,134.85,0.0,0.0,124,14790.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,57,16 часов
2023,Москва,дополнительное образование,"Программа повышения квалификации Практикум-тренинг по составлению заявки на изобретения, полезные модели",дистанционная,6,14790.0,17390.0,20.0,142.76,0.0,0.0,124,14790.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,57,16 часов
2024,Москва,дополнительное образование,"Программа повышения квалификации Практикум-тренинг по составлению заявки на изобретения, полезные модели",дистанционная,6,14790.0,17390.0,20.0,154.8,0.0,0.0,124,14790.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,57,16 часов
2021,Москва,дополнительное образование,"Программа повышения квалификации Практикум-тренинг по составлению заявки на изобретения, полезные модели",очная,6,15000.0,15000.0,20.0,118.55,0.0,0.0,124,14790.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20210629-structure-20210629.csv,55,16 часов
2022,Москва,дополнительное образование,"Программа повышения квалификации Практикум-тренинг по составлению заявки на изобретения, полезные модели",очная,6,14790.0,15000.0,20.0,134.85,0.0,0.0,124,14790.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,57,16 часов
2023,Москва,дополнительное образование,"Программа повышения квалификации Практикум-тренинг по составлению заявки на изобретения, полезные модели",очная,6,14790.0,15000.0,20.0,142.76,0.0,0.0,124,14790.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,57,16 часов
2024,Москва,дополнительное образование,"Программа повышения квалификации Практикум-тренинг по составлению заявки на изобретения, полезные модели",очная,6,14790.0,15000.0,20.0,154.8,0.0,0.0,124,14790.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,57,16 часов
2022,Москва,дополнительное образование,Программа повышения квалификации Российский онлайн-контрафакт: способы борьбы,не указано,6,13500.0,13500.0,20.0,134.85,0.0,0.0,124,12000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,63,16 часов
2023,Москва,дополнительное образование,Программа повышения квалификации Российский онлайн-контрафакт: способы борьбы,не указано,6,12000.0,13500.0,20.0,142.76,0.0,0.0,124,12000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,63,16 часов
2024,Москва,дополнительное образование,Программа повышения квалификации Российский онлайн-контрафакт: способы борьбы,не указано,6,12000.0,13500.0,20.0,154.8,0.0,0.0,124,12000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,63,16 часов
2022,Москва,дополнительное образование,"Программа повышения квалификации Рунет и новые вызовы для антипиратского пакета мер: проблемы, правовое регулирование, цифровые риски",очная,6,15000.0,15000.0,20.0,134.85,0.0,0.0,124,20000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,76,40 часов
2023,Москва,дополнительное образование,"Программа повышения квалификации Рунет и новые вызовы для антипиратского пакета мер: проблемы, правовое регулирование, цифровые риски",очная,6,20000.0,15000.0,20.0,142.76,0.0,0.0,124,20000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,76,40 часов
2024,Москва,дополнительное образование,"Программа повышения квалификации Рунет и новые вызовы для антипиратского пакета мер: проблемы, правовое регулирование, цифровые риски",очная,6,20000.0,15000.0,20.0,154.8,0.0,0.0,124,20000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,76,40 часов
2022,Москва,дополнительное образование,Программа повышения квалификации Судебная экспертиза объектов промышленной собственности,очная,6,15000.0,15000.0,20.0,134.85,0.0,0.0,124,15000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,75,36 часов
2023,Москва,дополнительное образование,Программа повышения квалификации Судебная экспертиза объектов промышленной собственности,очная,6,15000.0,15000.0,20.0,142.76,0.0,0.0,124,15000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,75,36 часов
2024,Москва,дополнительное образование,Программа повышения квалификации Судебная экспертиза объектов промышленной собственности,очная,6,15000.0,15000.0,20.0,154.8,0.0,0.0,124,15000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,75,36 часов
2022,Москва,дополнительное образование,Программа повышения квалификации Творчество и коммерциализация: преподавание авторского права и правового регулирования средств индивидуализации в высшей школе и НИИ,очно-заочная,6,12500.0,12500.0,20.0,134.85,0.0,0.0,124,262500.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,53,очно-заочная форма обучения - 3 месяца
2023,Москва,дополнительное образование,Программа повышения квалификации Творчество и коммерциализация: преподавание авторского права и правового регулирования средств индивидуализации в высшей школе и НИИ,очно-заочная,6,262500.0,12500.0,20.0,142.76,0.0,0.0,124,262500.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,53,очно-заочная форма обучения - 3 месяца
2024,Москва,дополнительное образование,Программа повышения квалификации Творчество и коммерциализация: преподавание авторского права и правового регулирования средств индивидуализации в высшей школе и НИИ,очно-заочная,6,262500.0,12500.0,20.0,154.8,0.0,0.0,124,262500.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,53,очно-заочная форма обучения - 3 месяца
2021,Москва,дополнительное образование,Программа повышения квалификации Товарные знаки и наименование мест происхождения товаров в гражданском обороте,очная,6,15000.0,15000.0,20.0,118.55,0.0,0.0,124,35000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20210629-structure-20210629.csv,73,40 часов
2021,Москва,дополнительное образование,Программа повышения квалификации Управление интеллектуальной собственностью для руководителей,очная,6,15000.0,15000.0,20.0,118.55,0.0,0.0,124,20000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20210629-structure-20210629.csv,58,24 часа
2022,Москва,дополнительное образование,Программа повышения квалификации Управление интеллектуальной собственностью для руководителей,очная,6,20000.0,15000.0,20.0,134.85,0.0,0.0,124,20000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,67,24 часа
2023,Москва,дополнительное образование,Программа повышения квалификации Управление интеллектуальной собственностью для руководителей,очная,6,20000.0,15000.0,20.0,142.76,0.0,0.0,124,20000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,67,24 часа
2024,Москва,дополнительное образование,Программа повышения квалификации Управление интеллектуальной собственностью для руководителей,очная,6,20000.0,15000.0,20.0,154.8,0.0,0.0,124,20000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,67,24 часа
2022,Москва,дополнительное образование,Программа повышения квалификации Управление интеллектуальной собственностью для руководителей,очно-заочная,6,12500.0,12500.0,20.0,134.85,0.0,0.0,124,18000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,67,24 часа
2023,Москва,дополнительное образование,Программа повышения квалификации Управление интеллектуальной собственностью для руководителей,очно-заочная,6,18000.0,12500.0,20.0,142.76,0.0,0.0,124,18000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,67,24 часа
2024,Москва,дополнительное образование,Программа повышения квалификации Управление интеллектуальной собственностью для руководителей,очно-заочная,6,18000.0,12500.0,20.0,154.8,0.0,0.0,124,18000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,67,24 часа
2022,Москва,дополнительное образование,"Программа повышения квалификации Управление интеллектуальным капиталом: охрана, защита и коммерциализация результатов интеллектуальной деятельности (преподавание в высшей школе и НИИ)",очно-заочная,6,12500.0,12500.0,20.0,134.85,0.0,0.0,124,262500.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,52,очно-заочная форма обучения - 3 месяца
2023,Москва,дополнительное образование,"Программа повышения квалификации Управление интеллектуальным капиталом: охрана, защита и коммерциализация результатов интеллектуальной деятельности (преподавание в высшей школе и НИИ)",очно-заочная,6,262500.0,12500.0,20.0,142.76,0.0,0.0,124,262500.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,52,очно-заочная форма обучения - 3 месяца
2024,Москва,дополнительное образование,"Программа повышения квалификации Управление интеллектуальным капиталом: охрана, защита и коммерциализация результатов интеллектуальной деятельности (преподавание в высшей школе и НИИ)",очно-заочная,6,262500.0,12500.0,20.0,154.8,0.0,0.0,124,262500.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,52,очно-заочная форма обучения - 3 месяца
2021,Москва,дополнительное образование,"Программа повышения квалификации Управление правами на результаты интеллектуальной деятельности, созданные в рамках государственных контрактов на выполнение НИОКРТ военного, специального и двойного назначения",дистанционная,6,14790.0,14790.0,20.0,118.55,0.0,0.0,124,25000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20210629-structure-20210629.csv,61,24 часа
2022,Москва,дополнительное образование,"Программа повышения квалификации Управление правами на результаты интеллектуальной деятельности, созданные в рамках государственных контрактов на выполнение НИОКРТ военного, специального и двойного назначения",дистанционная,6,25000.0,17390.0,20.0,134.85,0.0,0.0,124,25000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,70,24 часа
2023,Москва,дополнительное образование,"Программа повышения квалификации Управление правами на результаты интеллектуальной деятельности, созданные в рамках государственных контрактов на выполнение НИОКРТ военного, специального и двойного назначения",дистанционная,6,25000.0,17390.0,20.0,142.76,0.0,0.0,124,25000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,70,24 часа
2024,Москва,дополнительное образование,"Программа повышения квалификации Управление правами на результаты интеллектуальной деятельности, созданные в рамках государственных контрактов на выполнение НИОКРТ военного, специального и двойного назначения",дистанционная,6,25000.0,17390.0,20.0,154.8,0.0,0.0,124,25000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,70,24 часа
2021,Москва,дополнительное образование,"Программа повышения квалификации Управление правами на результаты интеллектуальной деятельности, созданные в рамках государственных контрактов на выполнение НИОКРТ военного, специального и двойного назначения",очная,6,15000.0,15000.0,20.0,118.55,0.0,0.0,124,26490.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20210629-structure-20210629.csv,61,24 часа
2022,Москва,дополнительное образование,"Программа повышения квалификации Управление правами на результаты интеллектуальной деятельности, созданные в рамках государственных контрактов на выполнение НИОКРТ военного, специального и двойного назначения",очная,6,26490.0,15000.0,20.0,134.85,0.0,0.0,124,26490.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,70,24 часа
2023,Москва,дополнительное образование,"Программа повышения квалификации Управление правами на результаты интеллектуальной деятельности, созданные в рамках государственных контрактов на выполнение НИОКРТ военного, специального и двойного назначения",очная,6,26490.0,15000.0,20.0,142.76,0.0,0.0,124,26490.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,70,24 часа
2024,Москва,дополнительное образование,"Программа повышения квалификации Управление правами на результаты интеллектуальной деятельности, созданные в рамках государственных контрактов на выполнение НИОКРТ военного, специального и двойного назначения",очная,6,26490.0,15000.0,20.0,154.8,0.0,0.0,124,26490.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,70,24 часа
2021,Москва,дополнительное образование,Программа повышения квалификации Управление предприятием,очная,6,15000.0,15000.0,20.0,118.55,0.0,0.0,124,15000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20210629-structure-20210629.csv,68,24 часа
2021,Москва,дополнительное образование,Программа повышения квалификации Управленческий аудит,очная,6,15000.0,15000.0,20.0,118.55,0.0,0.0,124,15000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20210629-structure-20210629.csv,67,24 часа
2021,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Бизнес-планирование и эффективное управление коммерческой организацией,очно-заочная,6,6500.0,6500.0,20.0,118.55,0.0,0.0,124,4000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20210629-structure-20210629.csv,85,16 часов
2022,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Бизнес-планирование и эффективное управление коммерческой организацией,очно-заочная,6,4000.0,12500.0,20.0,134.85,0.0,0.0,124,4000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,86,16 часов
2023,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Бизнес-планирование и эффективное управление коммерческой организацией,очно-заочная,6,4000.0,12500.0,20.0,142.76,0.0,0.0,124,4000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,86,16 часов
2024,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Бизнес-планирование и эффективное управление коммерческой организацией,очно-заочная,6,4000.0,12500.0,20.0,154.8,0.0,0.0,124,4000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,86,16 часов
2021,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Зарубежное патентование объектов промышленной собственности,очно-заочная,6,6500.0,6500.0,20.0,118.55,0.0,0.0,124,8000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20210629-structure-20210629.csv,90,50 часов
2022,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Зарубежное патентование объектов промышленной собственности,очно-заочная,6,8000.0,12500.0,20.0,134.85,0.0,0.0,124,8000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,91,50 часов
2023,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Зарубежное патентование объектов промышленной собственности,очно-заочная,6,8000.0,12500.0,20.0,142.76,0.0,0.0,124,8000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,91,50 часов
2024,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Зарубежное патентование объектов промышленной собственности,очно-заочная,6,8000.0,12500.0,20.0,154.8,0.0,0.0,124,8000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,91,50 часов
2021,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Как товарный знак может помочь в борьбе с конкурентами,дистанционная,6,14790.0,14790.0,20.0,118.55,0.0,0.0,124,7200.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20210629-structure-20210629.csv,81,16 часов
2022,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Как товарный знак может помочь в борьбе с конкурентами,дистанционная,6,7200.0,17390.0,20.0,134.85,0.0,0.0,124,7200.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,83,16 часов
2023,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Как товарный знак может помочь в борьбе с конкурентами,дистанционная,6,7200.0,17390.0,20.0,142.76,0.0,0.0,124,7200.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,83,16 часов
2024,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Как товарный знак может помочь в борьбе с конкурентами,дистанционная,6,7200.0,17390.0,20.0,154.8,0.0,0.0,124,7200.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,83,16 часов
2021,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Международные соглашения в области охраны промышленной собственности,очно-заочная,6,6500.0,6500.0,20.0,118.55,0.0,0.0,124,10000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20210629-structure-20210629.csv,91,70 часов
2022,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Международные соглашения в области охраны промышленной собственности,очно-заочная,6,10000.0,12500.0,20.0,134.85,0.0,0.0,124,10000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20220905-structure-20210629.csv,92,70 часов
2023,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Международные соглашения в области охраны промышленной собственности,очно-заочная,6,10000.0,12500.0,20.0,142.76,0.0,0.0,124,10000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20231004-structure-20210629.csv,92,70 часов
2024,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Международные соглашения в области охраны промышленной собственности,очно-заочная,6,10000.0,12500.0,20.0,154.8,0.0,0.0,124,10000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20240902-structure-20210629.csv,92,70 часов
2021,Москва,дополнительное образование,Программа повышения квалификации с применением дистанционных образовательных технологий Международный коммерческий арбитражный суд при Торгово-промышленной палате Российской Федерации: компетенции и процедуры рассмотрения споров,очно-заочная,6,6500.0,6500.0,20.0,118.55,0.0,0.0,124,5000.0,,Открытые данные Роспатента: платные образовательные услуги РГАИС,https://rospatent.gov.ru/opendata/7730176088-paidservices/data-20210629-structure-20210629.csv,84,16 часов
